Title,Creator,Publisher,Provider,Spatial Coverage,Bounding Box,Geometry,Centroid,Member Of,Is Part Of,ID,Identifier,Code
Grant County Open Data Portal,,Washington (State)--Grant County,,Washington (State)--Grant County|Washington (State),"-120.040,46.630,-118.970,47.960","POLYGON((-119.24 46.91, -119.37 46.91, -119.37 46.68, -119.45 46.68, -119.52 46.73, -119.63 46.64, -119.71 46.65, -119.83 46.63, -119.9 46.63, -119.94 46.67, -119.97 46.72, -119.97 46.75, -119.93 46.81, -119.96 46.86, -119.97 46.94, -120 46.99, -120.01 47.04, -120.04 47.07, -120 47.14, -120.01 47.17, -120 47.32, -119.92 47.36, -119.92 47.39, -119.88 47.41, -119.88 47.44, -119.53 47.44, -119.53 47.53, -119.51 47.53, -119.51 47.54, -119.49 47.54, -119.49 47.56, -119.45 47.57, -119.45 47.58, -119.43 47.58, -119.41 47.61, -119.34 47.61, -119.34 47.63, -119.32 47.63, -119.32 47.67, -119.3 47.67, -119.3 47.73, -119.26 47.74, -119.26 47.77, -119.23 47.77, -119.23 47.8, -119.21 47.8, -119.21 47.89, -119.13 47.92, -119.13 47.95, -119.1 47.95, -119.24 46.91))","47.295,-119.505",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53025,https://data-grantcountywa.opendata.arcgis.com,16b-53025
Grant County Web Portal,,,,Wisconsin--Grant County|Wisconsin,"-91.157,42.507,-90.426,43.212","POLYGON((-91.157 43.212, -90.426 43.212, -90.426 42.507, -91.157 42.507, -91.157 43.212))","42.8595,-90.7915",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55043,https://landrecords.co.grant.wi.gov/GCSWebPortal/Search.aspx,w00_01
Great Lakes Alliance for Remote Sensing (GLARS),,Michigan Tech Research Institute|Polar Geospatial Center|SharedGeo|University of Minnesota’s Remote Sensing and Geospatial Analysis Laboratory (RSGAL),,Great Lakes,"-96.96,37.42,-73.25,49.88","POLYGON((-96.96 49.88, -73.25 49.88, -73.25 37.42, -96.96 37.42, -96.96 49.88))","43.650000000000006,-85.10499999999999",b0153110-e455-4ced-9114-9b13250a7093,,77d-0002,https://glars.org,w00_01
Green County Downloadable GIS Data,,,,Wisconsin--Green County|Wisconsin,"-89.839,42.500,-89.366,42.858","POLYGON((-89.839 42.858, -89.366 42.858, -89.366 42.500, -89.839 42.500, -89.839 42.858))","42.679,-89.60249999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55045,https://www.greencountywi.org/179/Downloadable-GIS-Data-Forms,w00_01
Greene County GIS Hub,,Ohio--Greene County,,Ohio--Greene County|Ohio,"-84.114,39.550,-83.647,39.850","POLYGON((-84.114 39.850, -83.647 39.850, -83.647 39.550, -84.114 39.550, -84.114 39.850))","39.7,-83.88050000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39057,https://gishub-gimsoh29.opendata.arcgis.com/,11b-39057
"Hamilton County, Indiana Open Data Collection",,Indiana--Hamilton County,,Indiana--Hamilton County|Indiana,"-86.243,39.926,-85.862,40.219","POLYGON((-86.243 40.219, -85.862 40.219, -85.862 39.926, -86.243 39.926, -86.243 40.219))","40.072500000000005,-86.0525",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,01b-18057,https://geohub.hamiltoncounty.in.gov,01b-18057
Harford County Planning and Zoning Open GIS,,Maryland--Harford County,,Maryland--Harford County|Maryland,"-76.569,39.311,-76.065,39.721","POLYGON((-76.569 39.721, -76.065 39.721, -76.065 39.311, -76.569 39.311, -76.569 39.721))","39.516,-76.31700000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24025,https://harford-county-gis-hub-harfordgis.hub.arcgis.com,04b-24025
Hennepin County GIS Data,,Minnesota--Hennepin County,,Minnesota--Hennepin County|Minnesota,"-93.768,44.785,-93.177,45.247","POLYGON((-93.768 45.247, -93.177 45.247, -93.177 44.785, -93.768 44.785, -93.768 45.247))","45.016,-93.4725",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27053,https://gis-hennepin.hub.arcgis.com,05b-27053
Holmes County GIS Open Data Portal,,Ohio--Holmes County,,Ohio--Holmes County|Ohio,"-82.221,40.444,-81.649,40.668","POLYGON((-82.221 40.668, -81.649 40.668, -81.649 40.444, -82.221 40.444, -82.221 40.668))","40.556,-81.935",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39075,https://holmes-county-gis-holmesgis.hub.arcgis.com/,11b-39075
Holmes County Public GIS Downloads,,,,Ohio--Holmes County|Ohio,"-82.221,40.444,-81.649,40.668","POLYGON((-82.221 40.668, -81.649 40.668, -81.649 40.444, -82.221 40.444, -82.221 40.668))","40.556,-81.935",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39075-01,https://www.co.holmes.oh.us/gis-overview,w00_01
Hoosier Resilience Index: Indiana,Environmental Resilience Institute,Indiana University,Indiana University,Indiana,"-88.100,37.772,-84.785,41.761","POLYGON((-88.100 41.761, -84.785 41.761, -84.785 37.772, -88.100 37.772, -88.100 41.761))","39.7665,-86.4425",b0153110-e455-4ced-9114-9b13250a7093,,01d-04,https://hri.eri.iu.edu/index.html,01d-04
Howard County Open Data,,Maryland--Howard County,,Maryland--Howard County|Maryland,"-77.187,39.103,-76.696,39.369","POLYGON((-77.187 39.369, -76.696 39.369, -76.696 39.103, -77.187 39.103, -77.187 39.369))","39.236000000000004,-76.94149999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24027,https://opendata.howardcountymd.gov,04b-24027
Hubbard County Open Geospatial Data,,Minnesota--Hubbard County,,Minnesota--Hubbard County|Minnesota,"-95.183,46.804,-94.658,47.413","POLYGON((-95.183 47.413, -94.658 47.413, -94.658 46.804, -95.183 46.804, -95.183 47.413))","47.1085,-94.9205",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27057,https://maps-hubbardcounty.opendata.arcgis.com,05b-27057
HUD-eGIS Geospatial Data Storefront,U.S. Department of Housing and Urban Development,United States,,United States,"-179.149,18.910,179.778,71.365","MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)),((172.3 51.2, 179.9 51.2, 179.9 53.1, 172.3 53.1, 172.3 51.2)))","45.137499999999996,0.31449999999999534",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,1000-0001,https://hudgis-hud.opendata.arcgis.com,1000-0001
Humanitarian Data Exchange,Centre for Humanitarian Data,Centre for Humanitarian Data,,,,,,b0153110-e455-4ced-9114-9b13250a7093,,99-1400,https://data.humdata.org,99-1400
ICPSR (Inter-university Consortium for Political and Social Research),University of Michigan,,University of Michigan,,,,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,07d-03,https://www.icpsr.umich.edu,w00_01
Illinois DOT Open Data Portal,,Illinois Department of Transportation,,Illinois,"-91.513,36.970,-87.495,42.508","POLYGON((-91.513079 42.508481, -87.494756 42.508481, -87.494756 36.970298, -91.513079 36.970298, -91.513079 42.508481))","39.739000000000004,-89.504",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02a-04,https://gis-idot.opendata.arcgis.com,02a-04
Illinois Geospatial Data Clearinghouse,Illinois State Geological Survey|Prairie Research Institute|University of Illinois Urbana-Champaign,Illinois State Geological Survey,,Illinois,"-91.51,36.97,-87.02,42.51","POLYGON((-91.51 42.51, -87.02 42.51, -87.02 36.97, -91.51 36.97, -91.51 42.51))","39.739999999999995,-89.265",dc8c18df-7d64-4ff4-a754-d18d0891187d,,02a-01,https://clearinghouse.isgs.illinois.edu,02a-01
Image and Multimedia Collections at the University of Nebraska-Lincoln,University of Nebraska-Lincoln,,University of Nebraska-Lincoln,,,,,dc8c18df-7d64-4ff4-a754-d18d0891187d,,13d-02,https://mediacommons.unl.edu/,13d-02
Indiana Sanborn Maps,Indiana University,,Indiana University,Indiana,"-88.0997,37.7717,-84.7846,41.7614","POLYGON((-88.0997 41.7614, -84.7846 41.7614, -84.7846 37.7717, -88.0997 37.7717, -88.0997 41.7614))","39.76655,-86.44215",64bd8c4c-8e60-4956-b43d-bdc3f93db488|b35f927e-9051-4d7f-9ca3-ad5b19024e0b,,01d-05,https://datacore.iu.edu,01d-05
Indiana Spatial Data Portal,Indiana University,Indiana University,,Indiana,"-88.098,37.772,-84.785,41.761","POLYGON((-88.098 41.761, -84.785 41.761, -84.785 37.772, -88.098 37.772, -88.098 41.761))","39.7665,-86.44149999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,01d-02,https://gis.iu.edu/s/isdp/page/home,w00_01
Indiana Statewide LiDAR: 2011-2013,OpenTopography,,,Indiana,"-88.098,37.772,-84.785,41.761","POLYGON((-88.098 41.761, -84.785 41.761, -84.785 37.772, -88.098 37.772, -88.098 41.761))","39.7665,-86.44149999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,09a-02,https://doi.org/10.5069/G9959FHZ,w00_01
Indiana Statewide LiDAR: 2016-2020,Institute for Digital Forestry at Purdue University|GDSL,,Purdue University,Indiana,"-88.098,37.772,-84.785,41.761","POLYGON((-88.098 41.761, -84.785 41.761, -84.785 37.772, -88.098 37.772, -88.098 41.761))","39.7665,-86.44149999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,09a-03,https://lidar.digitalforestry.org,w00_01
IndianaMap,,Indiana,,Indiana,"-88.100,37.772,-84.785,41.761","POLYGON((-88.0997 41.7614, -84.7846 41.7614, -84.7846 37.7717, -88.0997 37.7717, -88.0997 41.7614))","39.7665,-86.4425",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,09a-04,https://www.indianamap.org,09a-04
Interactive map of coal mines in Iowa,Iowa Department of Natural Resources,,,Iowa,"-96.640,40.376,-90.140,43.501","POLYGON((-96.640 43.501, -90.140 43.501, -90.140 40.376, -96.640 40.376, -96.640 43.501))","41.9385,-93.39",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,03a-01-001,https://programs.iowadnr.gov/maps/coalmines/,w00_01
International Conflict Research,,Eidgenössische Technische Hochschule Zürich,,,,,,b0153110-e455-4ced-9114-9b13250a7093,,55d-0001,https://icr.ethz.ch,w00_01
Iowa Geodata,,Iowa,,Iowa,"-96.640,40.376,-90.140,43.501","POLYGON((-96.640 43.501, -90.140 43.501, -90.140 40.376, -96.640 40.376, -96.640 43.501))","41.9385,-93.39",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,03a-03,https://geodata.iowa.gov,03a-03
Iowa Parcel Geospatial Data; How to Add and Filter Data from the Statewide Parcel Data Server in QGIS,Jay Bowen,,University of Iowa,Iowa,"-96.6397,40.3756,-90.1401,43.5012","POLYGON((-96.6397 43.5012, -90.1401 43.5012, -90.1401 40.3756, -96.6397 40.3756, -96.6397 43.5012))","41.9384,-93.38990000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,c8996c0d-278b-4006-ad68-40009e0217e2,https://ui-libraries.github.io/Iowa-Parcels/,w00_01
IowaDNR Infrastructure Records,Iowa DNR,,,Iowa,"-96.640,40.376,-90.140,43.501","POLYGON((-96.640 43.501, -90.140 43.501, -90.140 40.376, -96.640 40.376, -96.640 43.501))","41.9385,-93.39",,,03a-01,03a-01,03a-01
IowaDOT Open Data,Iowa Department of Transportation,Iowa,,Iowa,"-96.639,40.375,-90.140,43.501","POLYGON((-96.639 43.501, -90.140 43.501, -90.140 40.375, -96.639 40.375, -96.639 43.501))","41.938,-93.3895",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,03a-02,https://public-iowadot.opendata.arcgis.com,03a-02
Isanti County Geospatial Hub,,Minnesota--Isanti County,,Minnesota--Isanti County|Minnesota,"-93.514,45.412,-93.020,45.734","POLYGON((-93.514 45.734, -93.020 45.734, -93.020 45.412, -93.514 45.412, -93.514 45.734))","45.573,-93.267",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27059,https://opendata-isanticounty.hub.arcgis.com/,05b-27059
Island County Open Data Portal,,Washington (State)--Island County,,Washington (State)--Island County|Washington (State),"-122.860,47.830,-122.330,48.420","POLYGON((-122.86 48.37, -122.77 48.37, -122.74 48.41, -122.59 48.42, -122.54 48.34, -122.43 48.28, -122.39 48.24, -122.42 48.19, -122.41 48.16, -122.34 48.05, -122.35 48.01, -122.33 47.96, -122.36 47.89, -122.43 47.83, -122.5 47.93, -122.61 47.98, -122.63 48.01, -122.65 48.12, -122.7 48.13, -122.85 48.23, -122.86 48.37))","48.125,-122.595",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53029,https://data-islandcountygis.opendata.arcgis.com,16b-53029
IUCN Red List of Threatened Species,International Union for Conservation of Nature and Natural Resources,,,Global,,,,b0153110-e455-4ced-9114-9b13250a7093,,99-1500,https://www.iucnredlist.org/resources/spatial-data-download,w00_01
Jefferson County Washington Open Data Site,,Washington (State)--Jefferson County,,Washington (State)--Jefferson County|Washington (State),"-124.720,47.520,-122.600,48.370","POLYGON((-122.95 48.27, -122.95 48.35, -122.86 48.37, -122.85 48.23, -122.7 48.13, -122.65 48.12, -122.63 48.01, -122.61 47.97, -122.63 47.96, -122.63 47.93, -122.6 47.88, -122.72 47.79, -122.76 47.72, -122.77 47.68, -122.86 47.66, -122.95 47.61, -123.51 47.6, -123.51 47.52, -124.43 47.53, -124.46 47.62, -124.51 47.62, -124.55 47.64, -124.57 47.68, -124.54 47.72, -124.72 47.88, -123.51 47.88, -123.51 47.87, -122.95 47.87, -122.95 48.07, -122.9 48.07, -122.91 48.11, -122.95 48.11, -122.95 48.27))","47.945,-123.66",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53031,https://gisdata-jeffcowa.opendata.arcgis.com,16b-53031
Kankakee County GIS,,Illinois--Kankakee County,,Illinois--Kankakee County|Illinois,"-88.252,40.995,-87.526,41.298","POLYGON((-88.252 41.298, -87.526 41.298, -87.526 40.995, -88.252 40.995, -88.252 41.298))","41.1465,-87.889",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02b-17091,https://hub.k3gis.com,02b-17091
Kendall County GIS,,,,Illinois--Kendall County|Illinois,"-88.604,41.457,-88.252,41.725","POLYGON((-88.604 41.725, -88.252 41.725, -88.252 41.457, -88.604 41.457, -88.604 41.725))","41.591,-88.428",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02b-17093,https://geodata.kendallcountyil.gov,w00_01
"Kenosha County, WI GIS Open Data Portal",,Wisconsin--Kenosha County,,Wisconsin--Kenosha County|Wisconsin,"-87.997,42.539,-87.807,42.639","POLYGON((-87.997 42.639, -87.807 42.639, -87.807 42.539, -87.997 42.539, -87.997 42.639))","42.589,-87.902",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55059,https://dataportal.kenoshacounty.org,10b-55059
Kent County Open Data Portal,Michigan--Kent County,,,Michigan--Kent County|Michigan,"-85.791,42.768,-85.310,43.294","POLYGON((-85.791 43.294, -85.310 43.294, -85.310 42.768, -85.791 42.768, -85.791 43.294))","43.031,-85.5505",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,06b-26081,,w00_01
King County GIS Open Data,,Washington (State)--King County,,Washington (State)--King County|Washington (State),"-122.540,47.080,-121.070,47.780","POLYGON((-122.54 47.78, -121.07 47.78, -121.07 47.08, -122.54 47.08, -122.54 47.78))","47.43,-121.805",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53033,https://gis-kingcounty.opendata.arcgis.com,16b-53033
Kittitas County Open Data Portal,,Washington (State)--Kittitas County,,Washington (State)--Kittitas County|Washington (State),"-121.470,46.740,-119.930,47.600","POLYGON((-120 47, -119.97 46.94, -119.96 46.86, -119.93 46.81, -119.97 46.74, -120.51 46.74, -120.51 46.82, -120.63 46.83, -120.63 46.91, -121.03 46.91, -121.09 46.97, -121.09 46.99, -121.22 47.07, -121.28 47.09, -121.36 47.07, -121.41 47.12, -121.36 47.14, -121.3 47.14, -121.32 47.17, -121.31 47.2, -121.37 47.22, -121.33 47.26, -121.34 47.28, -121.43 47.29, -121.45 47.31, -121.43 47.33, -121.47 47.37, -121.44 47.37, -121.43 47.42, -121.39 47.43, -121.36 47.46, -121.31 47.48, -121.29 47.51, -121.24 47.54, -121.23 47.57, -121.18 47.56, -121.17 47.59, -121.12 47.6, -121.08 47.55, -121 47.52, -120.92 47.43, -120.84 47.41, -120.8 47.42, -120.78 47.4, -120.73 47.39, -120.72 47.37, -120.66 47.34, -120.58 47.34, -120.56 47.31, -120.53 47.32, -120 47))","47.17,-120.7",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53037,https://data-kitcogis.opendata.arcgis.com,16b-53037
Lafayette County GIS Download,,,,Wisconsin--Lafayette County|Wisconsin,"-90.427,42.506,-89.837,42.815","POLYGON((-90.427 42.815, -89.837 42.815, -89.837 42.506, -90.427 42.506, -90.427 42.815))","42.6605,-90.132",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55065,https://gis.lafayettecountywi.org/FreeDownloads/,w00_01
Lake County GIS Hub,,Ohio--Lake County,,Ohio--Lake County|Ohio,"-81.489,41.570,-81.002,41.849","POLYGON((-81.489 41.849, -81.002 41.849, -81.002 41.570, -81.489 41.570, -81.489 41.849))","41.7095,-81.24549999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39085,https://gis-lakeohgis.opendata.arcgis.com/,11b-39085
Lake County Illinois Open Data Portal,,Illinois--Lake County,,Illinois--Lake County|Illinois,"-88.200,42.152,-87.761,42.496","POLYGON((-88.200 42.496, -87.761 42.496, -87.761 42.152, -88.200 42.152, -88.200 42.496))","42.324,-87.9805",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,12b-17097,https://data-lakecountyil.opendata.arcgis.com,12b-17097
"Land Information of Sauk County, WI",,,,Wisconsin--Sauk County|Wisconsin,"-90.312,43.145,-89.599,43.642","POLYGON((-90.312 43.642, -89.599 43.642, -89.599 43.145, -90.312 43.145, -90.312 43.642))","43.3935,-89.9555",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55111-01,https://www.co.sauk.wi.us/landinformation,w00_01
"Land Records Data Portal of Columbia County, WI",,Wisconsin--Columbia County,,Wisconsin--Columbia County|Wisconsin,"-89.819,43.603,-89.739,43.671","POLYGON((-89.819 43.671, -89.739 43.671, -89.739 43.603, -89.819 43.603, -89.819 43.671))","43.637,-89.779",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55021,https://opendata-cclid.opendata.arcgis.com,10b-55021
Lincoln County GIS Download,,,,Wisconsin--Lincoln County|Wisconsin,"-90.047,45.119,-89.424,45.556","POLYGON((-90.047 45.556, -89.424 45.556, -89.424 45.119, -90.047 45.119, -90.047 45.556))","45.3375,-89.7355",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55069,https://lincoln-county-wi-land-information-portal-lincolncowi.hub.arcgis.com/pages/72feea0b673b42cab6e9029ca3b81767,w00_01
Lincoln Open Data and Performance Management,,Nebraska--Lincoln,,Nebraska--Lincoln|Nebraska,"-96.804,40.694,-96.577,40.900","POLYGON((-96.804 40.900, -96.577 40.900, -96.577 40.694, -96.804 40.694, -96.804 40.900))","40.797,-96.6905",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,13c-01,https://data2-lincolnne.opendata.arcgis.com,13c-01
"Linn County, Iowa Open Data Portal",,Iowa--Linn County,,Iowa--Linn County|Iowa,"-91.835,41.860,-91.363,42.299","POLYGON((-91.835 42.299, -91.363 42.299, -91.363 41.860, -91.835 41.860, -91.835 42.299))","42.079499999999996,-91.59899999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,03b-19113,http://opendata-linncounty-gis.opendata.arcgis.com,03b-19113
Logan County GIS Data,,Ohio--Logan County,,Ohio--Logan County|Ohio,"-84.015,40.229,-83.520,40.539","POLYGON((-84.015 40.539, -83.520 40.539, -83.520 40.229, -84.015 40.229, -84.015 40.539))","40.384,-83.7675",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39091,https://logan-county-gis-data-loganco.hub.arcgis.com/,11b-39091
Lorain County GIS Data,,Ohio--Lorain County,,Ohio--Lorain County|Ohio,"-82.348,41.064,-81.877,41.512","POLYGON((-82.348 41.512, -81.877 41.512, -81.877 41.064, -82.348 41.064, -82.348 41.512))","41.288,-82.1125",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39093,https://data-loraingis.opendata.arcgis.com,11b-39093
"Lyon County, MN Mapping Hub",,Minnesota--Lyon County,,Minnesota--Lyon County|Minnesota,"-96.093,44.196,-95.592,44.630","POLYGON((-96.093457 44.630485, -95.592 44.630485, -95.592 44.195523, -96.093457 44.195523, -96.093457 44.630485))","44.413,-95.8425",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27083,https://maps-lyonmn.hub.arcgis.com,05b-27083
Macoupin Data,,Illinois--Macoupin County,,Illinois--Macoupin County|Illinois,"-90.155,38.998,-89.698,39.524","POLYGON((-90.155 39.524, -89.698 39.524, -89.698 38.998, -90.155 38.998, -90.155 39.524))","39.260999999999996,-89.9265",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02b-17117,https://data.macoupincountyil.gov,02b-17117
MapFlint Data Download,,University of Michigan-Flint,,Michigan--Flint|Michigan,"-83.772,42.946,-83.621,43.079","POLYGON((-83.772 43.079, -83.621 43.079, -83.621 42.946, -83.772 42.946, -83.772 43.079))","43.0125,-83.6965",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,07c-04,https://mapflint-umich.opendata.arcgis.com,07c-04
Mapping Inequality: Redlining in New Deal America,"Nelson, Robert K.|LaDale Winling","Digital Scholarship Lab, University of Richmond",,United States,"-125.102,23.998,-66.134,50.102","MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)))","37.05,-95.618",,20d-0005,d0177da4-b07c-4cee-ad3a-33279bf3473a,https://dsl.richmond.edu/panorama/redlining,w00_01
Mapping Police Violence Dashboard,,Campaign Zero,,United States,"144.4,-14.8,-64.4,71.6","POLYGON((144.4 71.6, -64.4 71.6, -64.4 -14.8, 144.4 -14.8, 144.4 71.6))","28.4,40.0",,,8794fb01-04a7-43ee-84a4-739dd27a9a9b,https://mappingpoliceviolence.org,w00_01
Mapping Prejudice,,University of Minnesota,,,"-179.149,18.910,179.778,71.365","POLYGON((-179.149 71.365, 179.778 71.365, 179.778 18.910, -179.149 18.910, -179.149 71.365))","45.137499999999996,0.31449999999999534",,,05d-12,https://mappingprejudice.umn.edu/racial-covenants/maps-data,w00_01
Maps of New Jersey,Rutgers University-New Brunswick,,Rutgers University-New Brunswick,New Jersey,"-75.563,38.791,-73.894,41.357","POLYGON((-75.563 41.357, -73.894 41.357, -73.894 38.791, -75.563 38.791, -75.563 41.357))","40.074,-74.7285",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,14d-01,https://collections.libraries.rutgers.edu/njmaps,14d-01
Marathon County GIS Download,,,,Wisconsin--Marathon County|Wisconsin,"-90.317,44.681,-89.223,45.121","POLYGON((-90.317 45.121, -89.223 45.121, -89.223 44.681, -90.317 44.681, -90.317 45.121))","44.900999999999996,-89.77",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55073,https://www.marathoncounty.gov/services/property-land-information/gis-maps/explore-gis-data,w00_01
Maryland iMap,,Maryland,,Maryland,"-79.487,37.887,-74.985,39.723","POLYGON((-79.487 39.723, -74.985 39.723, -74.985 37.887, -79.487 37.887, -79.487 39.723))","38.805,-77.23599999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04a-01,http://data.imap.maryland.gov,04a-01
"Mason County, Department of Assessment",,,,Illinois--Mason County|Illinois,"-90.355,40.051,-89.601,40.436","POLYGON((-90.355 40.436, -89.601 40.436, -89.601 40.051, -90.355 40.051, -90.355 40.436))","40.2435,-89.97800000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02b-17125,https://masoncountyil.gov/assessment/,w00_01
McLean County GIS,,Illinois--McLean County,,Illinois--McLean County|Illinois,"-89.269,40.281,-88.458,40.756","POLYGON((-89.269 40.756, -88.458 40.756, -88.458 40.281, -89.269 40.281, -89.269 40.756))","40.5185,-88.8635",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,12b-17113-2,https://mcleancounty-mcggis.hub.arcgis.com/,12b-17113-2
McLean County GIS Consortium Open Data,,Illinois--McLean County GIS Consortium,,Illinois--McLean County|Illinois,"-89.269,40.281,-88.459,40.758","POLYGON((-89.269 40.758, -88.459 40.758, -88.459 40.281, -89.269 40.281, -89.269 40.758))","40.5195,-88.864",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02b-17113,http://www.mcgis.org,02b-17113
McLeod County GIS Data Downloads,"Highway, GIS Division",Minnesota--McLeod County,,Minnesota--McLeod County|Minnesota,"-94.855,43.500,-94.247,43.848","POLYGON((-94.855 43.848, -94.247 43.848, -94.247 43.500, -94.855 43.500, -94.855 43.848))","43.674,-94.551",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27085,https://www.mcleodcountymn.gov/departments/public_works/gis_(mapping___surveying)/gis_data.php ,w00_01
Michigan DNR Open Data Portal,Michigan DNR,Michigan,,Michigan,"-90.420,41.700,-82.120,48.310","POLYGON((-90.42 48.31, -82.12 48.31, -82.12 41.7, -90.42 41.7, -90.42 48.31))","45.005,-86.27000000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,06a-02,https://gis-midnr.opendata.arcgis.com,06a-02
Michigan State University Libraries Maps,Michigan State University,,Michigan State University,Michigan|Africa|World,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,06d-01,https://d.lib.msu.edu/maps,06d-01
Michiganology,Archives of Michigan,,,Michigan,"-90.42,41.7,-82.12,48.31","POLYGON((-90.42 48.31, -82.12 48.31, -82.12 41.7, -90.42 41.7, -90.42 48.31))","45.005,-86.27000000000001",77f-0001,,06a-03,https://michigan.access.preservica.com/index.php?name=SO_6fddc953-2900-4836-9d12-4594349ecd96,06a-03
Mille Lacs County GIS Data Files,,Minnesota--Mille Lacs County,,Minnesota--Mille Lacs County|Minnesota,"-93.8104,45.5595,-93.4301,46.2472","POLYGON((-93.8104 46.2472, -93.4301 46.2472, -93.4301 45.5595, -93.8104 45.5595, -93.8104 46.2472))","45.90335,-93.62025",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27095,https://www.millelacs.mn.gov/2762/GIS-Data-Files,w00_01
Milwaukee County GIS Download,,Wisconsin--Milwaukee County,,Wisconsin--Milwaukee County|Wisconsin,"-88.070,42.842,-87.814,43.193","POLYGON((-88.070 43.193, -87.814 43.193, -87.814 42.842, -88.070 42.842, -88.070 43.193))","43.0175,-87.942",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55079,https://data-mclio.hub.arcgis.com,10b-55079
Minnesota Digital Library,University of Minnesota,,University of Minnesota,,,,,64bd8c4c-8e60-4956-b43d-bdc3f93db488,05d-13,05d-13,https://mndigital.org,05d-13
