Title,Creator,Publisher,Provider,Spatial Coverage,Bounding Box,Geometry,Centroid,Member Of,Is Part Of,ID,Identifier,Code
A vision of Britain through time,,"Great Britain Historical GIS Project , Dept. of Geography, University of Portsmouth",Stanford,Great Britain,"-14.000,49.667,2.083,61.050","POLYGON((-14.000 61.050, 2.083 61.050, 2.083 49.667, -14.000 49.667, -14.000 61.050))","55.3585,-5.9585",dc8c18df-7d64-4ff4-a754-d18d0891187d,,stanford-jw176xm4375,https://purl.stanford.edu/jw176xm4375,20d-0003
"Adams County, Illinois GIS",Illinois--Adams County,Illinois--Adams County,,Illinois--Adams County|Illinois,"-91.513,39.757,-90.912,40.200","POLYGON((-91.513 40.200, -90.912 40.200, -90.912 39.757, -91.513 39.757, -91.513 40.200))","39.9785,-91.2125",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02b-17001,https://www.adamscountygis.com/,w00_01
Allegheny County GIS Open Data,,Pennsylvania--Allegheny County,,Pennsylvania--Allegheny County|Pennsylvania,"-80.361,40.194,-79.689,40.675","POLYGON((-80.361 40.675, -79.689 40.675, -79.689 40.194, -80.361 40.194, -80.361 40.675))","40.4345,-80.025",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08b-42003,https://openac-alcogis.opendata.arcgis.com,08b-42003
Allen County GIS Data Download Page,,,,Ohio--Allen County|Ohio,"-84.397,40.643,-83.880,40.920","POLYGON((-84.397 40.920, -83.880 40.920, -83.880 40.643, -84.397 40.643, -84.397 40.920))","40.7815,-84.1385",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39003,https://gis.allencountyohio.com/GIS/downloads.Downloads page,w00_01
ALPAGE,, ALPAGE,Stanford,Paris (France),"2.224,48.816,2.470,48.902","POLYGON((2.224 48.902, 2.470 48.902, 2.470 48.816, 2.224 48.816, 2.224 48.902))","48.859,2.3470000000000004",dc8c18df-7d64-4ff4-a754-d18d0891187d,,stanford-zp399nk6394,https://purl.stanford.edu/zp399nk6394,20d-0003
American Panorama,"Nelson, Robert K.|LaDale Winling","Digital Scholarship Lab, University of Richmond",,United States,,"MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)))",,,,20d-0005,https://dsl.richmond.edu/panorama/,20d-0005
Ann Arbor Data Catalog,,,,Michigan--Ann Arbor|Michigan,"-83.800,42.223,-83.676,42.324","POLYGON((-83.800 42.324, -83.676 42.324, -83.676 42.223, -83.800 42.223, -83.800 42.324))","42.2735,-83.738",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,07c-02,https://www.a2gov.org/services/data-catalog/,07c-02
Anne Arundel County GIS Data,,Maryland--Anne Arundel County,,Maryland--Anne Arundel County|Maryland,"-76.840,38.713,-76.394,39.237","POLYGON((-76.840 39.237, -76.394 39.237, -76.394 38.713, -76.840 38.713, -76.840 39.237))","38.975,-76.617",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24003,https://maps.aacounty.org,04b-24003
Anoka County GIS Data Downloads,,,,Minnesota--Anoka County|Minnesota,"-93.513,45.035,-93.018,45.415","POLYGON((-93.513 45.415, -93.018 45.415, -93.018 45.035, -93.513 45.035, -93.513 45.415))","45.224999999999994,-93.2655",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27003,https://www.anokacounty.us/1990/Data-Downloads,w00_01
Anti-Eviction Mapping Project,San Francisco Tenants Union,San Francisco Tenants Union,,United States,"-125.102,23.998,-66.134,50.102","POLYGON((-125.102 50.102, -66.134 50.102, -66.134 23.998, -125.102 23.998, -125.102 50.102))","37.05,-95.618",,,1da01b9b-4bfb-48fc-8444-ef61cab82bef,https://antievictionmap.com/,w00_01
"ARC Research, Evaluations, Maps, and Data",Appalachian Regional Commission,Appalachian Regional Commission,,Appalachia,"-91.39,30.72,-74.27,43.25","POLYGON((-91.39 43.25, -74.27 43.25, -74.27 30.72, -91.39 30.72, -91.39 43.25))","36.985,-82.83",,,99-1600,https://www.arc.gov/research-evaluations-maps-data/,w00_01
ArcGIS Living Atlas of the World,,Esri,,,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",b0153110-e455-4ced-9114-9b13250a7093,,99-1200,https://livingatlas.arcgis.com/,w00_01
ArcGIS Online at the University of Minnesota,U-Spatial,University of Minnesota,University of Minnesota,,"179.000,-75.000,-179.000,85.000","POLYGON((179.000 85.000, -179.000 85.000, -179.000 -75.000, 179.000 -75.000, 179.000 85.000))","5.0,0.0",,,05d-07,https://umn.maps.arcgis.com,05d-07
"Ashland County, WI GIS Open Data Portal",,Wisconsin--Ashland County,,Wisconsin--Ashland County|Wisconsin,"-90.928,45.980,-89.957,47.310","POLYGON((-90.928 47.310, -89.957 47.310, -89.957 45.980, -90.928 45.980, -90.928 47.310))","46.644999999999996,-90.4425",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55003,https://data-ashlandcountywi.opendata.arcgis.com,10b-55003
Athens County GIS Data,,Ohio--Athens County,,Ohio--Athens County|Ohio,"-82.298,39.181,-81.722,39.557","POLYGON((-82.298 39.557, -81.722 39.557, -81.722 39.181, -82.298 39.181, -82.298 39.557))","39.369,-82.00999999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39009,https://data-athgis.opendata.arcgis.com,11b-39009
Atlas of Rural and Small-Town America,U.S. Department of Agriculture,"U.S. Department of Agriculture, Economic Research Service",,United States,"-179.149,18.910,179.778,71.365","MULTIPOLYGON(((-178.44 28.52, -154.76 28.52, -154.76 18.86, -178.44 18.86, -178.44 28.52)),((-125.11 49.19, -66.66 49.19, -66.66 24.82, -125.11 24.82, -125.11 49.19)),((-179.3 51.1, -129.9 51.1, -129.9 71.5, -179.3 71.5, -179.3 51.1)),((172.3 51.2, 179.9 51.2, 179.9 53.1, 172.3 53.1, 172.3 51.2)))","45.137499999999996,0.31449999999999534",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,ac7f7a77-0be2-4d8c-a78a-681fea737855,https://www.ers.usda.gov/data-products/atlas-of-rural-and-small-town-america/,w00_01
"Auglaize County, Ohio GIS Open Data Downloads",,,,Ohio--Auglaize County|Ohio,"-84.456,40.355,-83.880,40.686","POLYGON((-84.456 40.686, -83.880 40.686, -83.880 40.355, -84.456 40.355, -84.456 40.686))","40.5205,-84.168",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39011,https://augcogis.maps.arcgis.com/apps/PublicGallery/index.Downloads page?appid=8c6858fbb82042a6b72aa3b059433cdb,w00_01
Baltimore County Open Data Portal,,Maryland--Baltimore County,,Maryland--Baltimore County|Maryland,"-76.896,39.195,-76.333,39.721","POLYGON((-76.896 39.721, -76.333 39.721, -76.333 39.195, -76.896 39.195, -76.896 39.721))","39.458,-76.61449999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24005,https://opendata.baltimorecountymd.gov,04b-24005
Bayfield County GIS Data Access,,,,Wisconsin--Bayfield County|Wisconsin,"-91.554,46.155,-90.762,47.013","POLYGON((-91.554 47.013, -90.762 47.013, -90.762 46.155, -91.554 46.155, -91.554 47.013))","46.584,-91.158",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55007,https://www.bayfieldcounty.wi.gov/892/GIS-Data-Access,w00_01
Becker County GIS Data Downloads,,,,Minnesota--Becker County|Minnesota,"-96.195,46.715,-95.162,47.153","POLYGON((-96.195 47.153, -95.162 47.153, -95.162 46.715, -96.195 46.715, -96.195 47.153))","46.934,-95.6785",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27005,https://www.co.becker.mn.us/online_services/GIS_data.aspx,w00_01
Beltrami County Open GIS Data,,Minnesota--Beltrami County,,Minnesota--Beltrami County|Minnesota,"-95.603,47.410,-94.414,48.540","POLYGON((-95.603 48.540, -94.414 48.540, -94.414 47.410, -95.603 47.410, -95.603 48.540))","47.974999999999994,-95.0085",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27007,https://bemidji-beltramicounty.opendata.arcgis.com/,05b-27007
Bend Open Data,,Oregon--Bend,,Oregon--Bend|Oregon,"-122.000,43.610,-119.900,44.390","POLYGON((-121.1 44.17, -121.1 44.14, -120.99 44.13, -120.99 43.96, -120.75 43.96, -120.75 43.87, -120.38 43.87, -120.38 43.79, -120.26 43.79, -120.26 43.7, -119.9 43.7, -119.9 43.61, -122 43.62, -121.96 43.63, -121.99 43.65, -121.97 43.7, -121.98 43.74, -121.96 43.76, -121.98 43.86, -121.93 43.91, -121.87 43.91, -121.86 43.96, -121.84 43.97, -121.82 44.01, -121.83 44.04, -121.8 44.05, -121.77 44.1, -121.78 44.15, -121.77 44.17, -121.78 44.22, -121.79 44.25, -121.84 44.29, -121.84 44.39, -121.11 44.39, -121.1 44.17))","44.0,-120.95",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,17c-04,https://data.bendoregon.gov,17c-04
Benton County GIS Data Downloads,,,,Minnesota--Benton County|Minnesota,"-94.353,45.559,-93.759,45.824","POLYGON((-94.353 45.824, -93.759 45.824, -93.759 45.559, -94.353 45.559, -94.353 45.824))","45.6915,-94.056",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27009,https://www.co.benton.mn.us/274/GIS-Mapping,w00_01
Benton County Open Data,,Washington (State)--Benton County,,Washington (State)--Benton County|Washington (State),"-119.880,45.840,-118.940,46.730","POLYGON((-119.8 46.63, -119.71 46.65, -119.63 46.64, -119.52 46.73, -119.49 46.72, -119.45 46.69, -119.46 46.67, -119.41 46.65, -119.4 46.61, -119.27 46.52, -119.26 46.49, -119.27 46.37, -119.25 46.32, -119.27 46.27, -119.21 46.24, -119.11 46.22, -119.02 46.18, -118.97 46.13, -118.94 46.07, -118.94 46.03, -119.03 45.97, -119.13 45.93, -119.26 45.94, -119.49 45.91, -119.57 45.93, -119.62 45.91, -119.67 45.86, -119.87 45.84, -119.87 46.63, -119.8 46.63))","46.285,-119.41",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-55005,https://gisdata-bentonco.hub.arcgis.com,16b-55005
Big Stone County Open Data,,Minnesota--Big Stone County,,Minnesota--Big Stone County|Minnesota,"-96.835,45.177,-96.104,45.586","POLYGON((-96.835 45.586, -96.104 45.586, -96.104 45.177, -96.835 45.177, -96.835 45.586))","45.3815,-96.4695",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27011,https://data-bigstonecounty.opendata.arcgis.com,05b-27011
Bituminous coal mine maps of Pennsylvania,United States. Works Progress Administration,,Pennsylvania State University,Pennsylvania,"-80.52,39.72,-74.69,42.51","POLYGON((-80.52 42.51, -74.69 42.51, -74.69 39.72, -80.52 39.72, -80.52 42.51))","41.114999999999995,-77.60499999999999",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,08d-03,https://libraries.psu.edu/about/collections/bituminous-coal-mine-maps-pennsylvania,08d-03
Brown County GIS Downloads,,,,Wisconsin--Brown County|Wisconsin,"-88.253,44.240,-87.760,44.680","POLYGON((-88.253 44.680, -87.760 44.680, -87.760 44.240, -88.253 44.240, -88.253 44.680))","44.46,-88.0065",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55009,https://browncounty.maps.arcgis.com/apps/MapSeries/index.html?appid=ca04411c5c9f4c018db8a1480c4da9c0,w00_01
"Buffalo County, Wisconsin, Map Portal",,,,Wisconsin--Buffalo County|Wisconsin,"-92.084,44.025,-91.529,44.597","POLYGON((-92.084 44.597, -91.529 44.597, -91.529 44.025, -92.084 44.025, -92.084 44.597))","44.311,-91.8065",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55011,https://www.buffalocounty.com/377/Geospatial-Data-Access,w00_01
"CAGIS Open Data Hub for Cincinnati Area, Ohio",,Ohio--Cincinnati,,Ohio--Cincinnati|Ohio,"-84.820,39.022,-84.257,39.312","POLYGON((-84.820 39.312, -84.257 39.312, -84.257 39.022, -84.820 39.022, -84.820 39.312))","39.167,-84.5385",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11c-01-3,https://data-cagisportal.opendata.arcgis.com/,11c-01-01
Calumet County GIS Download,,Wisconsin--Calumet County,,Wisconsin--Calumet County|Wisconsin,"-88.405,43.892,-88.042,44.244","POLYGON((-88.405 44.244, -88.042 44.244, -88.042 43.892, -88.405 43.892, -88.405 44.244))","44.068,-88.2235",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55015,https://gis-calumet.hub.arcgis.com,10b-55015
"Calvert County GIS, Historic Maps, Topos",,,,Maryland--Calvert County|Maryland,"-76.702,38.306,-76.322,38.769","POLYGON((-76.702 38.769, -76.322 38.769, -76.322 38.306, -76.702 38.306, -76.702 38.769))","38.537499999999994,-76.512",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24009-2,https://www.calvertcountymd.gov/746/Historic-Maps,w00_01
Calvert County Open GIS Data Portal,,Maryland--Calvert County,,Maryland--Calvert County|Maryland,"-76.702,38.322,-76.382,38.769","POLYGON((-76.702 38.769, -76.382 38.769, -76.382 38.322, -76.702 38.322, -76.702 38.769))","38.545500000000004,-76.542",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24009,https://calvert-county-open-data-calvertgis.hub.arcgis.com,04b-24009
Capital Area Open Data Portal,The Capital Area Regional Planning Commission,Wisconsin--Dane County,,Wisconsin--Dane County|Wisconsin,"-89.567,42.998,-89.246,43.172","POLYGON((-89.567 43.172, -89.246 43.172, -89.246 42.998, -89.567 42.998, -89.567 43.172))","43.084999999999994,-89.4065",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10b-55025-01,https://data-carpc.opendata.arcgis.com,10b-55025
Carlton County Open Data,,Minnesota--Carlton County,,Minnesota--Carlton County|Minnesota,"-93.065,46.417,-92.292,46.769","POLYGON((-93.065 46.769, -92.292 46.769, -92.292 46.417, -93.065 46.417, -93.065 46.769))","46.593,-92.6785",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27017,https://data-carltoncounty.opendata.arcgis.com,05b-27017
Carroll County GIS Open Data,,Maryland--Carroll County,,Maryland--Carroll County|Maryland,"-77.312,39.348,-76.787,39.721","POLYGON((-77.312 39.721, -76.787 39.721, -76.787 39.348, -77.312 39.348, -77.312 39.721))","39.534499999999994,-77.0495",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04b-24013,https://data-carrollco-md.opendata.arcgis.com,04b-24013
Carver County GIS Data,,Minnesota--Carver County,,Minnesota--Carver County|Minnesota,"-94.013,44.635,-93.520,44.979","POLYGON((-94.013 44.979, -93.520 44.979, -93.520 44.635, -94.013 44.635, -94.013 44.979))","44.807,-93.76650000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27019,http://data-carver.opendata.arcgis.com,05b-27019
Cass County GIS Downloadable Files,,,,Iowa--Cass County|Iowa,"-95.156,41.158,-94.700,41.505","POLYGON((-95.156 41.505, -94.700 41.505, -94.700 41.158, -95.156 41.158, -95.156 41.505))","41.331500000000005,-94.928",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,03b-19029,https://www.casscountyia.gov/county-departments/gis-coordinator/,w00_01
Census Bureau,U.S. Census Bureau,U.S. Department of Commerce,,United States,"144.4,-14.8,-64.4,71.6","POLYGON((144.4 71.6, -64.4 71.6, -64.4 -14.8, 144.4 -14.8, 144.4 71.6))","28.4,40.0",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,99-1300,https://data.census.gov/,w00_01
Census Data (ArcGIS Living Atlas of the World),,Esri,,United States,"144.4,-14.8,-64.4,71.6","POLYGON((144.4 71.6, -64.4 71.6, -64.4 -14.8, 144.4 -14.8, 144.4 71.6))","28.4,40.0",b0153110-e455-4ced-9114-9b13250a7093,99-1200,99-1200-001,https://livingatlas.arcgis.com/en/browse/#d=2&q=census&rgnCode=US&cont=true&authoritative=true,w00_01
"Center for Ancient Middle Eastern Landscapes, Institute for the Study of Ancient Cultures, University of Chicago",University of Chicago,,University of Chicago,,,,,b0153110-e455-4ced-9114-9b13250a7093,,12d-04,https://camelab.uchicago.edu/collections/,12d-04
Center for Rural Pennsylvania Data Hub,Center for Rural Pennsylvania,Pennsylvania,,Pennsylvania,"-80.521,39.720,-74.690,42.515","POLYGON((-80.521 42.515, -74.690 42.515, -74.690 39.720, -80.521 39.720, -80.521 42.515))","41.1175,-77.6055",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,8856ec9a-47ac-4c79-bfba-643e97c0b62d,https://center-for-rural-pennsylvania-data-hub-ruralpa.hub.arcgis.com,8856ec9a-47ac-4c79-bfba-643e97c0b62d
Centre County Open Data,,Pennsylvania--Centre County,,Pennsylvania--Centre County|Pennsylvania,"-78.377,40.692,-77.144,41.253","POLYGON((-78.377 41.253, -77.144 41.253, -77.144 40.692, -78.377 40.692, -78.377 41.253))","40.9725,-77.76050000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08b-42027,http://gisdata-centrecountygov.opendata.arcgis.com,08b-42027
Chester County GIS Data,,Pennsylvania--Chester County,,Pennsylvania--Chester County|Pennsylvania,"-76.137,39.721,-75.361,40.245","POLYGON((-76.137 40.245, -75.361 40.245, -75.361 39.721, -76.137 39.721, -76.137 40.245))","39.983,-75.749",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,08b-42029,https://chester-county-s-gis-hub-chesco.hub.arcgis.com,08b-42029
Chippewa County Open GIS Data,,Minnesota--Chippewa County,,Minnesota--Chippewa County|Minnesota,"-96.037,44.751,-95.246,45.153","POLYGON((-96.037 45.153, -95.246 45.153, -95.246 44.751, -96.037 44.751, -96.037 45.153))","44.952,-95.64150000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27023,https://data-chippewa.opendata.arcgis.com,05b-27023
Chisago County GIS Data Downloads,,,,Minnesota--Chisago County|Minnesota,"-93.142,45.296,-92.647,45.731","POLYGON((-93.142 45.731, -92.647 45.731, -92.647 45.296, -93.142 45.296, -93.142 45.731))","45.5135,-92.8945",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27025,https://experience.arcgis.com/experience/f1e7717bfb1e48fd9ed34c6d7aa01018,w00_01
Cincinnati Area Geographic Information Systems (CAGIS) File Downloads,,"City of Cincinnati|Hamilton County, Ohio",,Ohio--Cincinnati|Ohio,"-84.820,39.022,-84.257,39.312","POLYGON((-84.820 39.312, -84.257 39.312, -84.257 39.022, -84.820 39.022, -84.820 39.312))","39.167,-84.5385",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11c-01-2,https://www.cagis.org/Opendata/?,w00_01
"City Maps of Hudson, WI",,,,"Wisconsin|Hudson, Wisconsin","-92.770,44.939,-92.691,44.989","POLYGON((-92.770 44.989, -92.691 44.989, -92.691 44.939, -92.770 44.939, -92.770 44.989))","44.964,-92.7305",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10c-02,https://hudsonwi.gov/475/City-Maps,w00_01
City of Bellevue Open Data,,Washington (State)--Bellevue,,Washington (State)--Bellevue|Washington (State),"-122.220,47.570,-122.100,47.650","POLYGON((-122.22 47.65, -122.10 47.65, -122.10 47.57, -122.22 47.57, -122.22 47.65))","47.61,-122.16",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16c-04,https://data.bellevuewa.gov,16c-04
"City of Bloomington, Indiana Open Data Portal",,Indiana--Bloomington,,Indiana--Bloomington|Indiana,"-86.592,39.121,-86.471,39.221","POLYGON((-86.592 39.221, -86.471 39.221, -86.471 39.121, -86.592 39.121, -86.592 39.221))","39.171,-86.5315",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,01c-01,https://data.bloomington.in.gov,01c-01
City of Champaign GIS,,Illinois--Champaign-Urbana,,Illinois--Champaign-Urbana|Illinois,"-88.320,40.050,-88.150,40.160","POLYGON((-88.320 40.160, -88.150 40.160, -88.150 40.050, -88.320 40.050, -88.320 40.160))","40.105,-88.235",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,02c-02,https://gis-cityofchampaign.opendata.arcgis.com,02c-02
City of Chicago Data Portal,,Illinois--Chicago,,Illinois--Chicago|Illinois,"-87.940,41.644,-87.524,42.023","POLYGON((-87.940 42.023, -87.524 42.023, -87.524 41.644, -87.940 41.644, -87.940 42.023))","41.8335,-87.732",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,12c-01,https://data.cityofchicago.org,12c-01
City of Cleveland Open Data,,Ohio--Cleveland,,Ohio--Cleveland|Ohio,"-81.790,41.420,-81.570,41.550","POLYGON((-81.790 41.550, -81.570 41.550, -81.570 41.420, -81.790 41.420, -81.790 41.550))","41.485,-81.68",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11c-03,https://data.clevelandohio.gov,11c-03
City of Corvallis GIS Data,,Oregon--Corvallis,,Oregon-Corvallis|Oregon,"-123.315,44.530,-123.205,44.620","POLYGON((-123.315 44.620, -123.205 44.620, -123.205 44.530, -123.315 44.530, -123.315 44.620))","44.575,-123.25999999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,17c-05,https://gis-corvallisoregon.opendata.arcgis.com/,17c-05
City of Duluth GeoHub,,Minnesota--Duluth,,Minnesota--Duluth|Minnesota,"-92.240,46.710,-92.030,46.830","POLYGON((-92.240 46.830, -92.030 46.830, -92.030 46.710, -92.240 46.710, -92.240 46.830))","46.769999999999996,-92.13499999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05c-03,https://geohub-duluthmn.hub.arcgis.com,05c-03
City of Eugene Mapping Hub,,Oregon--Eugene,,Oregon--Eugene|Oregon,"-124.230,43.440,-121.770,44.290","POLYGON((-124.23 44.29, -121.77 44.29, -121.77 43.44, -124.23 43.44, -124.23 44.29))","43.864999999999995,-123.0",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,17c-02,https://mapping.eugene-or.gov,17c-02
City of Frederick GIS,,,,Maryland--Frederick|Maryland,"-77.478,39.393,-77.359,39.476","POLYGON((-77.478 39.476, -77.359 39.476, -77.359 39.393, -77.478 39.393, -77.478 39.476))","39.4345,-77.4185",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,04c-04,https://www.cityoffrederickmd.gov/1306/Geographic-Information-Systems-GIS-Data,w00_01
City of Grand Island Public GIS Data Portal,,Nebraska--Grand Island,,Nebraska--Grand Island|Nebraska,"-98.431,40.855,-98.288,40.989","POLYGON((-98.431 40.989, -98.288 40.989, -98.288 40.855, -98.431 40.855, -98.431 40.989))","40.922,-98.3595",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,13c-02,https://data-cityofgi.opendata.arcgis.com,13c-02
"City of Madison, WI GIS Open Data Portal",,Wisconsin--Madison,,Wisconsin--Madison|Wisconsin,"-89.567,42.998,-89.246,43.172","POLYGON((-89.567 43.172, -89.246 43.172, -89.246 42.998, -89.567 42.998, -89.567 43.172))","43.084999999999994,-89.4065",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,10c-03,https://data-cityofmadison.opendata.arcgis.com,10c-03
City of Newark GIN,,New Jersey--Newark,,New Jersey--Newark|New Jersey,"-74.230,40.670,-74.120,40.770","POLYGON((-74.230 40.770, -74.120 40.770, -74.120 40.670, -74.230 40.670, -74.230 40.770))","40.72,-74.17500000000001",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,14c-01,https://data-newgin.opendata.arcgis.com,14c-01
City of Saint Paul GIS Data,,Minnesota--Saint Paul,,Minnesota--Saint Paul|Minnesota,"-93.208,44.887,-93.004,44.992","POLYGON((-93.208 44.992, -93.004 44.992, -93.004 44.887, -93.208 44.887, -93.208 44.992))","44.939499999999995,-93.106",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05c-02,https://information.stpaul.gov,05c-02
City of Vancouver Open Data Hub,,Washington (State)--Vancouver,,Washington (State)--Vancouver|Washington (State),"-122.750,45.570,-122.450,45.750","POLYGON((-122.75 45.75, -122.45 45.75, -122.45 45.57, -122.75 45.57, -122.75 45.75))","45.66,-122.6",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16c-05,https://city-of-vancouver-wa-geo-hub-cityofvancouver.hub.arcgis.com,16c-05
City of Waterloo's Mapping and GIS Hub,,,,Iowa--Waterloo|Iowa,"-92.437,42.421,-92.249,42.570","POLYGON((-92.437 42.570, -92.249 42.570, -92.249 42.421, -92.437 42.421, -92.437 42.570))","42.4955,-92.34299999999999",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,03c-04,https://waterlooia.maps.arcgis.com/home/index.html,w00_01
Clallam County GIS Portal,,Washington (State)--Clallam County,,Washington (State)--Clallam County|Washington (State),"-124.850,47.870,-122.900,48.500","POLYGON((-124.85 48.18, -124.83 48.21, -124.78 48.23, -124.79 48.27, -124.76 48.3, -124.82 48.39, -124.79 48.43, -124.75 48.45, -124.77 48.47, -124.77 48.5, -124.75 48.5, -124.01 48.3, -123.54 48.22, -122.95 48.35, -122.95 48.11, -122.91 48.11, -122.9 48.07, -122.95 48.07, -122.95 47.87, -123.51 47.87, -123.51 47.88, -124.72 47.88, -124.75 47.91, -124.76 47.94, -124.8 47.97, -124.79 48.09, -124.85 48.18))","48.185,-123.875",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53009,https://clallam-county-portal-clallam.hub.arcgis.com,16b-53009
Clark County Open Data,,Washington (State)--Clark County,,Washington (State)--Clark County|Washington (State),"-122.800,45.540,-122.240,46.060","POLYGON((-122.25 45.82, -122.25 45.55, -122.29 45.54, -122.38 45.58, -122.44 45.56, -122.64 45.61, -122.76 45.66, -122.77 45.68, -122.76 45.76, -122.8 45.83, -122.77 45.86, -122.72 45.87, -122.73 45.9, -122.75 45.9, -122.72 45.93, -122.61 45.94, -122.5 45.99, -122.34 45.96, -122.31 45.99, -122.33 46.01, -122.27 46.06, -122.25 46.05, -122.25 45.82))","45.8,-122.52",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,16b-53011,https://hub-clarkcountywa.opendata.arcgis.com,16b-53011
Clark Library Scanned Maps,University of Michigan,,University of Michigan,Michigan|World,"-180.000,-90.000,180.000,90.000","ENVELOPE(-180,180,90,-90)","0.0,0.0",64bd8c4c-8e60-4956-b43d-bdc3f93db488,,07d-01,https://quod.lib.umich.edu/c/clark1ic?page=index,07d-01
Clay County Open Data,,Minnesota--Clay County,,Minnesota--Clay County|Minnesota,"-96.840,46.629,-96.172,47.151","POLYGON((-96.840 47.151, -96.172 47.151, -96.172 46.629, -96.840 46.629, -96.840 47.151))","46.89,-96.506",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27027,https://data-claycountymn.opendata.arcgis.com,05b-27027
Clearwater County GIS Data Downloads,,"Clearwater County, Minnesota",,Minnesota--Clearwater County|Minnesota,"-95.583,47.151,-95.169,48.021","POLYGON((-95.583 48.021, -95.169 48.021, -95.169 47.151, -95.583 47.151, -95.583 48.021))","47.586,-95.376",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,05b-27029,https://www.co.clearwater.mn.us/gis,w00_01
"Clinton County, Ohio, Geographic Information Systems",,Ohio--Clinton County,,Ohio--Clinton County|Ohio,"-84.007,39.223,-83.576,39.569","POLYGON((-84.007 39.569, -83.576 39.569, -83.576 39.223, -84.007 39.223, -84.007 39.569))","39.396,-83.7915",ba5cc745-21c5-4ae9-954b-72dd8db6815a,,11b-39027,https://clinton-county-ohio-clintoncountygis.hub.arcgis.com/,11b-39027
