ID,Creator,Creator ID,Resource Type,Temporal Coverage,Date Issued,Date Range,Spatial Coverage,Bounding Box,GeoNames,Date Accessioned,Tags
754717d8-8cc8-4134-93b1-762f071a9625,"Cruchley, G. F.",null,,1843,,1843-1843,England--London|England,"-0.18,51.49,0.01,51.54",http://sws.geonames.org/2643743,2019-01-16,2022-creator-sprint|sprint-2021-05
efa3e0f6-f93a-4202-9ecf-a259e706d269,,,,,1893,1893-1893,Greenland--Greenland|Greenland,"-40.4,64.82,-14.95,75.45",http://sws.geonames.org/3425505,2021-04-16,sprint-2021-05
ab6285b1-50a3-4552-85d1-cbfe684e734c,"Alexander, Samuel|United States. Army. Corps of Engineers",null|fst00534195,Military maps,1862?,1861,1862-1862,Virginia--Culpeper County|Virginia,"-78.33,38.38,-77.78,38.75",,2019-01-16,sprint-mar2020|2022-creator-sprint|sprint-2021-05
0469f3b8-bfef-44db-b0ea-65d35f82399d,,,,,Meiji 9 1876,1849-1849,Japan,"135.680,36.000,143.170,41.950",http://sws.geonames.org/1861060,2021-04-16,sprint-2021-05
46a2191e-b468-47e0-82a6-7f8ef3fbc981,"Davies, Benjamin Rees",fst02013800,,1859,,1859-1859,England--London|England,"-0.25,51.46,0.03,51.58",http://sws.geonames.org/2643743,2019-01-16,2022-creator-sprint|sprint-2021-05
368d4a86-dc77-44ee-b0e4-4e45d66a58e1,,,Pictorial maps,between 1865 and 1868,n.d.,1865-1868,Japan,"122.71,20.21,154.21,45.71",http://sws.geonames.org/1852487,2021-04-16,bbox-verified_2023-02-27|sprint-2021-05|sprint-2021-05
5fcb3f01-2d9b-40ea-9306-fdf9e1953f4c,"Barentsz, Willem, approximately 1550-1597|Claesz, Cornelis, approximately 1546-1609|Duetecum, Baptista",fst01806703|fst01950789|fst00367772,,1598,,1598-1598,Arctic,"-179.90,60.00,179.99,85.00",,2019-01-16,bbox-verified_2023-02-27|2022-creator-sprint|bboxSprintJune2023|sprint-2021-05
a9fed376-a74d-4f18-be01-da6cd31c3b01,"Hansen, Jules, 1849-1931.",,,1881,,1881-1881,Asia,"-179.99,0.00,179.99,89.99",,2019-01-16,2022-creator-sprint|-180TO180|sprint-2021-05
e4b3a96b-7505-4805-aabd-ead770eb50e9,"Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",fst00012480|null|null,,approximately 1636,,1636-1636,France-- Hauts-de-France--Picardy|France,"1.37,50.12,2.85,50.82",,2019-01-16,2022-creator-sprint|sprint-2021-05
97ddb213-d863-4e3b-b71a-799a44ffce6f,"Hondius, Hendrik, 1597-1651. Appendix Atlas of the British Isles and Northern Europe|Jansson, Jan, 1588-1664. Appendix Atlas of the British Isles and Northern Europe|Vignaud, Henry, 1830-1922, former owner.",null|null|null,Early maps,between 1630 and 1639,163-,1630-1639,Germany--Rhine River|Germany,"4.041,45.370,10.745,52.003",,,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
103bca79-e61d-473e-ae5e-44102b08c5fe,"Hondius, Hendrik, 1597-1651|Jansson, Jan, 1588-1664. Atlantis Maioris Appendix, 1630|Vignaud, Henry, 1830-1922, former owner.",fst00101029|null|null,,,1630,1630-1630,Germany--Rhine River|Germany,"4.95,51.56,6.7,52.01",,2021-04-16,2022-creator-sprint|sprint-2021-05
3930cda7-5749-4266-ba3f-df84e494116a,"Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",null|null,,between 1630 and 1639,1636?.,1630-1639,France--Centre|France|France,"0.649,46.963,2.476,48.151",http://sws.geonames.org/3027939,2021-04-16,bbox-verified_2023-02-27|sprint-2021-05|2022-creator-sprint|202212bbox|FixedBBoxes|bboxSprintJune2023|sprint-2021-05
d48e4633-54db-4616-b77e-08604623dc01,"Jansson, Jan, 1588-1664. Appendix Atlas|Petit-Bourbon, Pierre, 1598-1667, engraver.|Vignaud, Henry, 1830-1922, former owner.",null|null|null,Early maps,between 1630 and 1639,1636?,1630-1639,France--Hauts-de-France|France,"1.380,48.837,4.256,51.089",http://sws.geonames.org/11071624,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
7a381281-1dc9-4b88-b38f-39a95ca977c5,"Leclerc, Jean, 1560-1621|Leclerc, Jean, 1560-1621, cartographer|Vignaud, Henry, 1830-1922",null|null|fst00243880,,between 1630 and 1639,,1630-1639,Centre-- France--Loiret|France,"0.97,46.93,2.59,47.92",,2019-01-16,2022-creator-sprint|sprint-2021-05
6515d6a4-74e7-4595-888b-69ceb69aaf6d,"Boisseau, Jean, active 1637-1658. Theatre des Gaules|Leclerc, Jean, 1560-1621. Théatre géographique du Royaume de France|Templeux, Damien de, Sieur de Frestoy|Vignaud, Henry, 1830-1922",null|null|null|fst00243880,,between 1630 and 1639,,1630-1639,Centre-- France--Beauce|France,"0.79,47.57,2.53,49.09",,2019-01-16,2022-creator-sprint|sprint-2021-05
49011851-3315-47dc-a02b-be1a0b199d50,"Leclerc, Jean, 1560-1621|Leclerc, Jean, 1560-1621, cartographer|Templeux, Damien de, Sieur de Frestoy, engraver|Vignaud, Henry, 1830-1922",null|null|null|fst00243880,,between 1630 and 1639,,1630-1639,France--Normandy|France,"-2.25,48.41,1.85,50.28",,2019-01-16,2022-creator-sprint|sprint-2021-05
b9000b7b-7f0f-4a61-baeb-c3e0709bb4b9,"Bouguereau, Maurice, d. 1596|Leclerc, Jean, 1560-1621. Théatre géographique du Royaume de France|Vignaud, Henry, 1830-1922",null|null|fst00243880,,between 1630 and 1639,,1630-1639,France--Brittany|France,"-5.13,46.83,-0.72,48.9",,2019-01-16,2022-creator-sprint|sprint-2021-05
2e75fff7-1ab4-4e05-a71d-ac660903c803,"Booth, Charles, 1840-1916",fst00056751,Thematic maps,between 1887 and 1889,1891?,1887-1891,England--London|England,"-0.510,51.287,0.334,51.692",http://sws.geonames.org/2643743,2021-04-16,sprint-2021-05|2022-creator-sprint|sprint-2021-05
841cb60b-9561-4eba-8e9d-09aa0bb29225,Hurd-Martin Co. (Formerly Hurd-Wheeler Co.),null,Aerial views,1907,,1907-1907,Michigan--Detroit|Michigan,"-83.06,42.33,-83.04,42.34",,2019-01-16,2022-creator-sprint|sprint-2021-05
6a1c31c9-d82f-4314-82d6-0704157e5a4b,Rand McNally and Company,fst00539874,,1898,1898,1898-1898,Michigan--Detroit|Michigan,"-83.288,42.255,-82.910,42.450",,2019-01-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
b485e47e-25f7-487c-9456-dfe75752b7cc,[creator not identified],,Cadastral maps,between 1910 and 1919,,1910-1919,Michigan--Detroit|Michigan,"-83.06,42.36,-83.059,42.361",,2019-01-16,bbox-verified_2023-02-27|sprint-mar2020|2022-creator-sprint|sprint-2021-05
7f7c9b17-476e-4c50-890c-acfb019a328d,Detroit Photographic Co.,fst00634287,,1898,,1898-1898,Michigan--Detroit|Michigan,"-83.090,42.300,-83.000,42.350",,2019-01-16,2022-creator-sprint|sprint-2021-05
91aa101f-0bc8-4976-95aa-230aad53f43f,Rand McNally and Company,fst00539874,,c1895,,1895-1895,Michigan--Detroit|Michigan,"-83.1,42.32,-83.01,42.37",,2019-01-16,2022-creator-sprint|sprint-2021-05
0583035b-dd30-4c37-a170-0a867c16ab30,"Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",fst00012480|null|null,,approximately 1636,,1636-1636,England-- United Kingdom--Devon|United Kingdom,"-4.58,50.18,-2.88,51.25",,2019-01-16,2022-creator-sprint|sprint-2021-05
7d2906c2-4825-4ada-81e7-28ae4046554f,,,"Thematic maps
",1871-1872,1873,1873-1873,Arctic,"-85.2,75.4,-39.4,83.5",http://sws.geonames.org/10941926,2021-04-16,bbox-verified_2023-02-27|sprint-2021-05|FixedBBoxes|bboxSprintJune2023|sprint-2021-05
056f9297-f493-4de1-b98e-b86aebc19d83,,,,,1888,1888-1888,Baffin Bay,"-75.050,61.750,-63.000,66.920",http://sws.geonames.org/3831554,2021-04-16,sprint-2021-05
e5939a35-6819-4b57-a72a-8d126f7a6d87,"Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",null|null,Early maps,between 1630 and 1639,1636?,1630-1639,France-- Grand-Est--Champagne-Ardenne|France--Grand-Est|France,"2.792,47.563,6.439,50.093",http://sws.geonames.org/3027256,2021-04-16,bbox-verified_2023-02-27|sprint-2021-05|2022-creator-sprint|sprint-2021-05
431316e1-e749-477c-b2b4-4e0ba9e56d60,"Lithographic Establishment, Quarter Master Generals Office Horse Guards.",null,,,,1839-1842,North America,"-72.28,44.7,-65.95,48.21",http://sws.geonames.org/6255149,2021-04-16,2022-creator-sprint|sprint-2021-05
5a6f40de-c9c0-452a-ace5-85b90632eb00,Geological Survey (U.S.),fst00547115,,,1900,1900-1900,United States,"-126.9,24.13,-66.93,49.78",http://sws.geonames.org/6252001,2021-04-16,2022-creator-sprint|sprint-2021-05
a19bae50-883c-4e2d-bfb5-5ad124aa6bc9,U.S. Coast and Geodetic Survey,fst00533999,,1894,,1894-1894,D.C.-- Washington--Washington DC,"-77.180,38.780,-76.900,39.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
879ce97a-9ab7-4b83-9e3b-951fed007c6a,Homer Warren and Company.,,Cadastral maps,between 1950 and 1959,n.d.,1950-1959,Michigan--Detroit|Michigan,"-83.288,42.255,-82.910,42.450",,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
a8aa6fe2-40fd-438d-8023-836248635437,"Seutter, Matthaeus, 1678-1756",fst00111627,Aerial views|Early maps,between 1740 and 1760,n.d.,1740-1760,Germany-- Saxony--Dresden|Germany,"13.71,51.03,13.77,51.07",,2019-01-16,2022-creator-sprint|sprint-2021-05
c30393ba-a2de-4deb-9371-3bdb04413a89,"Clarke, W. B.|Henshall, W.|Society for the Diffusion of Useful Knowledge (Great Britain)",fst02013735|null|fst00519759,,1833,,1833-1833,Germany--Saxony--Dresden|Germany,"13.704,51.035,13.780,51.078",,2019-01-16,bbox-verified_2023-02-27|2022-creator-sprint|FixedBBoxes|bboxSprintJune2023|sprint-2021-05
3df404d1-e852-4985-8ed2-c5e4499afcbb,"Hondius, Hendrik, 1597-1651|Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Atlantis Maioris Appendix, 1630|Vignaud, Henry, 1830-1922, former owner.",fst00101029|fst00012480|null|null,,between 1630 and 1639,,1630-1639,Germany--Schleswig-Holstein|Germany,"8.47,53.42,11.35,54.87",,2019-01-16,2022-creator-sprint|sprint-2021-05
960099bc-1806-4e85-b445-e829e3017969,"Hondius, Hendrik, 1597-1651|Hondius, Hendrik, 1597-1651. Appendix Atlas of the British Isles and Northern Europe|Jansson, Jan, 1588-1664. Appendix Atlas of the British Isles and Northern Europe|Vignaud, Henry, 1830-1922, former owner.",fst00101029|null|null|null,,between 1630 and 1639,,1630-1639,Germany--Schleswig-Holstein|Germany,"8.43,53.42,11.2,54.7",,2019-01-16,2022-creator-sprint|sprint-2021-05
e86ff6da-a9cc-41c4-9771-a7767b071dda,"Hardy, Claude, d. 1678, engraver|Hondius, Hendrik, 1597-1651|Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Atlantis Maioris Appendix, 1630|Tavernier, Melchior, -1641, vendor.|Vignaud, Henry, 1830-1922, former owner.",null|fst00101029|fst00012480|null|null|null,,1630,,1630-1630,France--Brittany|France,"-5.22,47.02,-1.27,48.92",,2019-01-16,2022-creator-sprint|sprint-2021-05
96b1f2fd-1e7f-48cd-b524-77a0de47d041,"Hardy, Claude, d. 1678, engraver|Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",null|fst00012480|null|null,,approximately 1636,,1636-1636,France--Brittany|France,"-5.18,46.95,-0.92,48.9",,2019-01-16,2022-creator-sprint|sprint-2021-05
eb5e6ae8-0d84-4e95-991c-ab476886cc57,"MacCoun, Townsend, 1845-1932",,,1730,1909,1730-1730,New York--New York|New York--New York State,"-74.259,40.477,-73.700,40.918",,2019-01-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
87993c25-c001-4aae-8eb9-128649f49513,"Hondius, Hendrik, 1597-1651. Appendix Atlas of the British Isles and Northern Europe|Jansson, Jan, 1588-1664. Appendix Atlas of the British Isles and Northern Europe|Vignaud, Henry, 1830-1922, former owner.",null|null|null,,between 1630 and 1639,,1630-1639,England--London|England,"-2.5,52.32,1.85,54.73",http://sws.geonames.org/2643743,2019-01-16,2022-creator-sprint|sprint-2021-05
cfb96666-3a09-4db6-9a9a-24036415a252,[creator not identified],null,,between 1800 and 1899,n.d.,1800-1800,Japan-- Niigata--Niigata-ken|Japan,"137.93,36.98,139.55,38.53",,2019-01-16,2022-creator-sprint|sprint-2021-05
f3e77edc-0a29-4a85-8ab9-f5ee9ef95310,"Rocque, John, -1762|Sayer, Robert, 1725-1794",fst01844412|fst00055649,,1773,,1773-1773,England|Wales,"-6.58,49.4,2.7,56.38",,2019-01-16,2022-creator-sprint|sprint-2021-05
54d83a56-4c40-411e-bf44-fd84781223f0,"Gamble, William|Graham, J. D. (James Duncan), 1799-1865|United States. Army. Corps of Topographical Engineers",fst00490413|fst00245874|fst00531525,,approximately 1856,1856,1856-1856,Illinois--Chicago|Illinois,"-87.628,41.880,-87.599,41.898",,2019-01-16,bbox-verified_2023-02-27|sprint-mar2020|2022-creator-sprint|bboxSprintJune2023|sprint-2021-05
89b81309-8c1b-4b05-b363-0fb25c4b55c0,"Gigas, Johann Michael, approximately 1582-1637?|Hondius, Hendrik, 1597-1651|Jansson, Jan, 1588-1664. Atlantis Maioris Appendix, 1630|Vignaud, Henry, 1830-1922, former owner.",null|fst00101029|null|null,,1630,,1630-1630,Germany-- North Rhine-Westphalia--Paderborn|Germany,"8.42,51.42,9.5,52.08",,2019-01-16,2022-creator-sprint|sprint-2021-05
55087db7-e813-4618-b553-ca9a2e7432fc,"Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Atlantis Maioris Appendix, 1630|Keere, Pieter van den, 1571-approximately 1646|Vignaud, Henry, 1830-1922, former owner.",fst00012480|null|fst01828192|null,,1630,,1630-1630,Germany-- Hesse--Erbach|Germany,"8.33,49.4,9.37,50.02",,2019-01-16,2022-creator-sprint|sprint-2021-05
cda7ded8-2865-4498-886a-ec63e310ccf3,"Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",fst00012480|null|null,,approximately 1636,,1636-1636,England-- United Kingdom--Essex|United Kingdom,"-0.19,51.39,1.41,52.09",,2019-01-16,2022-creator-sprint|sprint-2021-05
7bd7a1c0-378c-49a8-8edf-c98b95ce282b,Charles Knight & Co|J. & C. Walker (Firm)|Society for the Diffusion of Useful Knowledge (Great Britain),null|fst01984791|fst00519759,,between 1800 and 1899,n.d.,1800-1899,Europe,"-5.000,30.000,45.000,60.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
a222b3ef-8d0b-4d77-85b0-65bfc23b5369,"Putsch, Johann.",null,,1550,,1550-1550,Europe,"-28.03,33.88,34.05,59.72",,2019-01-16,2022-creator-sprint|sprint-2021-05
7d4460f4-6b2b-4374-b060-1dd765a4cfe8,"Baldwin, Abigail L.",,,1819,,1819-1819,Europe,"-20.000,30.000,70.000,70.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
e324341a-1cf8-4790-996c-5668dd5dbf83,"J. & G. Menzies.|Thomson, John, active 19th century.",null|null,,1815,,1815-1815,Europe,"-25.000,30.000,65.000,70.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
2e877101-d776-4646-b09d-5e38b83b894a,,,Thematic maps,between 1840 and 1848,n.d.,1840-1848,United States,"-124.98,22.61,-67.18,49.31",http://sws.geonames.org/6252001,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
c910453c-4838-4ef8-a120-b5849a17561a,"Blaeu, Willem Janszoon, 1571-1638",fst00050858,,,1667,1667-1667,Canada,"-71.13,43.02,-37.57,62.73",http://sws.geonames.org/6251999,2021-04-16,2022-creator-sprint|sprint-2021-05
6e8945ec-15c0-44b5-a127-2544b8ab56c1,Maull Co.,,Thematic maps,1910,1913,1913-1913,New York--New York City|New York,"-74.259,40.477,-73.700,40.918",http://sws.geonames.org/5128581,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
dedee0d6-1310-4619-9354-dbdd52089348,"Farmer, John, 1798-1859|Silas Farmer & Co.",fst00448810|null,Thematic maps,1873,1873,1873-1873,Michigan,"-90.52,41.43,-82.4,48.22",,2019-01-16,2022-creator-sprint|sprint-2021-05
6e3e12f1-2442-4426-9de1-14b67adc273a,"Farmer, John, 1798-1859|Silas Farmer & Co.",fst00448810|null,,1866,,1866-1866,Michigan,"-90.52,41.43,-82.4,48.22",,2019-01-16,2022-creator-sprint|sprint-2021-05
1b5cf2fc-4d8b-4b36-a6e8-d8d944f1618e,Federal Lithograph Company.,,,1920,1920,1920-1920,Michigan--Detroit|Michigan,"-83.288,42.255,-82.910,42.450",,2019-01-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
5727b046-d706-4630-8c79-7a363f0f26fc,Federal Lithograph Co.,,,1919,1919,1919-1919,Michigan--Detroit|Michigan,"-83.288,42.255,-82.910,42.450",,2019-01-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
71347a1b-537c-4218-baed-615233503120,Federal Lithograph Company.,,,1920,1920,1920-1920,Michigan--Detroit|Michigan,"-83.288,42.255,-82.910,42.450",,,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
6daaafcc-dca3-4e1d-b1e3-bda4c6ffffd8,William A. Flamm & Co.,,,1894,,1894-1894,Maryland--Baltimore|Maryland,"-76.711,39.251,-76.556,39.372",,2019-01-16,bbox-verified_2023-02-27|2022-creator-sprint|FixedBBoxes|bboxSprintJune2023|sprint-2021-05
0d8b9a34-1bdc-4864-a9db-d6e086a6981a,"Dahl, James, former owner|Wytfliet, Corneille",null|null,,1597,,1597-1597,Florida,"-98.75,22.5,-77.87,30.78",,2019-01-16,2022-creator-sprint|sprint-2021-05
13cc823d-5644-4769-9423-1ac3563b0e75,"Le Moyne de Morgues, Jacques, 1533?-1588",fst01898464,,1564,,1564-1564,Florida,"-86.58,19.5,-70.52,33.7",,2019-01-16,2022-creator-sprint|sprint-2021-05
7cb9ba43-8d6c-4048-8f8a-02648d4e6f1f,"Lawrence, Dorothea Dix, 1899-1979",fst01641688,Pictorial maps,1946,1946,1946-1946,United States,"-124.98,22.61,-67.18,49.31",http://sws.geonames.org/6252001,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
fd9872bc-1a4d-4240-bc6b-13ab3fc584f2,,,Early maps,1701,1951,1951-1951,Michigan--Fort Lernoult Historical Marker|Michigan,"-83.058,42.324,-83.036,42.340",http://sws.geonames.org/8095898,2021-04-16,sprint-2021-05|202212bbox|sprint-2021-05
f8639056-d0ff-4af9-bb18-cffcd7855b99,"Sauer, Wm. C.",null,,1893,,1893-1893,Michigan--Detroit|Michigan,"-83.06,42.32,-83.04,42.33",,2019-01-16,2022-creator-sprint|sprint-2021-05
04351e47-6b75-4bd5-92e9-4a1ce5c31702,"Iwasa, Shizuo.",,,Meiji 15 1882,,1882-1882,Japan,"135.275,35.308,136.901,36.327",,2019-01-16,bbox-verified_2023-02-27|2022-creator-sprint|FixedBBoxes|bboxSprintJune2023|sprint-2021-05
b47cebce-d5a3-40ec-82e1-5dd9294778a0,"A. and W. Galignani (Firm)|Achin|Hacq, J.M., engraver.",fst00709345|fst02013600|null,,between 1840 and 1849,unknown,1840-1849,France-- Île-de-France--Paris|France,"2.25,48.82,2.42,48.9",,2019-01-16,sprint-mar2020|2022-creator-sprint|sprint-2021-05
d02ef830-7d72-4ec8-804e-1ff4b2f595ac,"Jansson, Jan, 1588-1664. Appendix Atlas|Ojea, Ferdinand.|Vignaud, Henry, 1830-1922, former owner.",null|null|null,Early maps,between 1630 and 1639,1636?,1630-1639,Galicia-- Spain--Galicia|Spain--Galicia|Spain,"-9.302,41.807,-6.734,43.790",http://sws.geonames.org/3336902,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
33b9fabd-4c5a-4a09-8e84-5d29ebe52b80,"Jansson, Jan, 1588-1664|Jansson, Jan, 1588-1664. Atlantis Maioris Appendix, 1630|Vignaud, Henry, 1830-1922, former owner.",fst00012480|null|null,,1630,,1630-1630,France,"-5.13,41.55,12.83,53.02",,2019-01-16,2022-creator-sprint|sprint-2021-05
927a01d9-8159-4b27-97d5-6b0202cae091,"Hondius, Jodocus, 1563-1612|Hondius, Jodocus, 1594 or 1595-1629, cartographer|Vignaud, Henry, 1830-1922",fst00050902|null|fst00243880,,between 1630 and 1639,,1630-1639,France,"-5.85,43.15,8.98,51.43",,2019-01-16,2022-creator-sprint|sprint-2021-05
1414b19c-5bb2-4b76-b22f-7dc859e49339,"Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",null|null,Early maps,between 1630 and 1639,1636?,1630-1639,France,"-5.17,42.85,7.92,51.03",http://sws.geonames.org/3017382,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
6f8e6aa6-36b4-4a7a-82b7-e1f82da4853c,"Jansson, Jan, 1588-1664. Appendix Atlas|Vignaud, Henry, 1830-1922, former owner.",null|null,Early maps,between 1630 and 1639,1636?,1630-1639,France--Centre|France|France,"1.858,45.215,4.066,46.470",http://sws.geonames.org/3027939,2021-04-16,bbox-verified_2023-02-27|sprint-2021-05|2022-creator-sprint|sprint-2021-05
5cca5907-8d41-495d-8622-38ba70f9d7e2,"Vignaud, Henry, 1830-1922",fst00243880,,between 1630 and 1639,,1630-1639,Centre-- France--Gatinais|France,"1.88,47.77,3.6,48.63",,2019-01-16,2022-creator-sprint|sprint-2021-05
3192fd78-0fe1-42ff-8908-73e004d66c7c,"Canada. Department of the Interior, issuing body.",null,,1881,1881,1850-1897,Canada,"-136.59,60.0,-102.0,79.13",http://sws.geonames.org/6251999,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
52292af7-a166-4e01-90a5-a638d51a0935,,,,,1883,1883-1883,Canada--Northwest Territories|Canada|Canada,"-124.000,46.000,-74.000,64.000",http://sws.geonames.org/6091069,2021-04-16,sprint-2021-05
e9b2c66a-c9ce-44c2-b3b2-6eb247635ef6,Canada. Department of the Interior,fst01811251,,,1894,1894-1894,Canada--Northwest Territories|Canada|Canada,"-116.000,49.000,-94.000,55.000",http://sws.geonames.org/6091069,2021-04-16,2022-creator-sprint|sprint-2021-05
f432b604-0c62-4e09-b8c9-fd77cc79690d,"Faden, William, 1749-1836, publisher|Foot, T. (Thomas), engraver|Great Britain. Board of Ordnance|Mudge, William, 1762-1820",null|null|fst00181046|fst01496068,,January 1st. 1801,,1801-1801,United Kingdom,"0.7,50.89,1.48,51.26",,2019-01-16,2022-creator-sprint|sprint-2021-05
34600028-fba0-463f-9e0c-e329804426f3,Hōryū Jōjun,null,,Meiji 20 1887,,1887-1887,Japan-- Ōsaka--Osaka|Japan,"135.43,34.47,135.57,34.7",,2019-01-16,2022-creator-sprint|sprint-2021-05
f0d137b9-8481-4482-af50-ec0ee80f899f,"Fischer, Theobald.|Stevenson, Edward Luther, 1858-1944",null|fst00181892,,1912,,1912-1912,World,"-23.13,-32.9,159.88,67.2",,2019-01-16,2022-creator-sprint|sprint-2021-05
b1838e9b-918b-4ffe-8262-edc854541b2c,"Gros, C.|Lavoisne, C. V.",null|null,,1821,,1821-1821,Eastern Asia,"97.000,18.000,135.000,43.000",,2019-01-16,2022-creator-sprint|sprint-2021-05
a0fedd25-debf-4552-9d80-af4717db7c59,"Barlow, Alfred E. (Alfred Ernest), 1861-1914|Lawson, Andrew C. (Andrew Cowper), 1861-1952",fst01962386|fst00080790,Geological maps,1885,,1885-1885,Canada--Ontario,"-95.597,49.159,-93.967,50.005",,2019-01-16,bbox-verified_2023-02-27|2022-creator-sprint|FixedBBoxes|bboxSprintJune2023|sprint-2021-05
09b4dba3-ae25-4e41-a48d-caa21415f900,Geological Survey (U.S.),fst00547115,,,1897,1897-1897,United States,"-88.03,37.63,-80.5,41.55",http://sws.geonames.org/6252001,2021-04-16,2022-creator-sprint|sprint-2021-05
458fb173-e5ef-44be-9f5f-364923ee033f,"Courtenay, F. letterer|Dahl, James, former owner|Egloffstein, F. W., 1824-1885, topographer|Floyd, John B. (John Buchanan), 1806-1863, orderer|Humphreys, A. A. (Andrew Atkinson), 1810-1883, director|Ives, J. C., explorer|Newberry, J. S. (John Strong), 1822-1892, geologist.|Sartain, Samuel, 1830-1906, ruler|United States. Office of Explorations and Surveys, director.",null|null|null|null|null|null|null|null|null,,1858,,1858-1858,Texas--Colorado River|Texas,"-115.55,34.5,-108.45,37.25",,2019-01-16,2022-creator-sprint|sprint-2021-05
1ae362a8-37b2-4778-a458-0280cc15375e,"Dawson, George Mercer, 1849-1901|Geological Survey of Canada",fst00188721|fst00533128,Geological maps,1877,,1877-1877,Canada--British Columbia,"-122.000,49.000,-118.000,51.250",,2019-01-16,2022-creator-sprint|sprint-2021-05
1f5ff111-f2e9-4ccb-b081-8e6da0a2d39a,"Jackson, Charles T. (Charles Thomas), 1805-1880",fst00123370,Geological maps,1847,,1847-1847,,"-88.65,47.08,-87.68,47.48",,2019-01-16,2022-creator-sprint|sprint-2021-05
8880dabc-8d61-4fed-806d-55fbd0a40610,"Foster, J. W. (John Wells), 1815-1873|Hill, S. W. (Samuel Worth), 1815-1889|P.S. Duval & Co.|Schlatter, Wm. (William)|Whitney, J. D. (Josiah Dwight), 1819-1896",fst00270825|fst02013839|fst01999386|null|fst00165744,Geological maps,1849,,1849-1849,Michigan--Keweenaw Peninsula|Michigan,"-88.79,47.11,-87.57,47.52",,2019-01-16,2022-creator-sprint|sprint-2021-05
40104cd9-e161-4153-bf4f-b43d98865008,"A. Hoen & Co.|Barrett, Leslie Park, 1887-1972|Smith, Richard A., 1876-1963.",fst00511507|null|null,,,1916,1916-1916,Michigan--Michigan|Michigan,"-90.42,41.67,-82.33,48.33",http://sws.geonames.org/5001836,2021-04-16,2022-creator-sprint|sprint-2021-05
5f33c271-4f09-4ff6-b1c4-bba09a72380a,"Geil, Samuel|Winchell, Alexander, 1824-1891",null|fst00163462,Geological maps,1869,,1869-1869,Michigan,"-90.52,41.5,-82.4,48.22",,2019-01-16,2022-creator-sprint|sprint-2021-05
2c8ff9e7-b289-4089-bf73-c28602ec89d1,"Geological Survey of Ohio|Newberry, J. S. (John Strong), 1822-1892",fst00556063|fst00163463,,,1888,1888-1888,Ohio,"-84.83,38.38,-80.37,41.98",http://sws.geonames.org/5165418,2021-04-16,2022-creator-sprint|sprint-2021-05
06f5c514-4ba5-4efa-bfec-e8c3898e0fc7,"Cartography Associates|David Rumsey Collection|Gray, O. W. (Ormando Wyllis), 1829-1912|Stedman, Brown & Lyon.|Walling, Henry Francis, 1825-1888",null|null|null|null|fst00007982,Geological cross-sections|Geological maps,1872,1872,1872-1872,Ohio,"-84.820,38.403,-80.519,41.978",http://sws.geonames.org/5165418,2021-04-16,sprint-2021-05|2022-creator-sprint|202212bbox|sprint-2021-05
