ID,Code,Title,Description,Resource Class,Publication State,Website Platform,Endpoint URL,Endpoint Description,Is Harvested,Last Harvested,Accrual Method,Accrual Periodicity,Harvest Workflow,Access Rights,Suppressed Record,Identifier,Tags,Admin Note
harvest_08b-42029,08b-42029,Harvest record for Chester County GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://chester-county-s-gis-hub-chesco.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08b-42029,,
harvest_08b-42039,08b-42039,Harvest record for Crawford County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://share-open-data-crawfordcountypa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08b-42039,,
harvest_08b-42043,08b-42043,Harvest record for Dauphin County GIS Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-dauphinco.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08b-42043,,
harvest_08b-42091,08b-42091,Harvest record for Montgomery County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-montcopa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08b-42091,no children,"Hub site is working and the harvest script doesn't return an error for this endpoint, but API feed is blank. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo, Feb 2026"
harvest_08b-42133,08b-42133,"Harvest record for York County, PA GIS Open Data Portal",Harvest record - temporary,Series,draft,ArcGIS Hub,https://york-county-pa-gis-portal-yorkcountypa.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08b-42133,,
harvest_08c-01-2,08c-01-2,Harvest record for PHLmaps,Harvest record - temporary,Series,draft,ArcGIS Hub,http://data-phl.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08c-01-2,,
harvest_08c-02,08c-02,Harvest record for Pittsburgh Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://pghgishub-pittsburghpa.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08c-02,,
harvest_08f-03,08f-03,Harvest record for North Central PA Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://regional-planning-northcentral.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,08f-03,,
harvest_09a-04,09a-04,Harvest record for IndianaMap,Harvest record - temporary,Series,draft,ArcGIS Hub,https://www.indianamap.org/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,09a-04,,
harvest_09c-01,09c-01,"Harvest record for South Bend, IN Open Data",Harvest record - temporary,Series,draft,ArcGIS Hub,http://data-southbend.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,09c-01,,
harvest_1000-0001,1000-0001,Harvest record for HUD-eGIS Geospatial Data Storefront,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hudgis-hud.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,1000-0001,,
harvest_1000-0003,1000-0003,Harvest record for U.S. Fish and Wildlife Service Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-fws.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,1000-0003,,
harvest_10b-55003,10b-55003,"Harvest record for Ashland County, WI GIS Open Data Portal",Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-ashlandcountywi.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55003,,
harvest_10b-55015,10b-55015,Harvest record for Calumet County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-calumet.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55015,,
harvest_10b-55021,10b-55021,"Harvest record for Land Records Data Portal of Columbia County, WI",Harvest record - temporary,Series,draft,ArcGIS Hub,https://opendata-cclid.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55021,,
harvest_10b-55025-01,10b-55025,Harvest record for Capital Area Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-carpc.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55025,,
harvest_10b-55025,10b-55025,"Harvest record for Discover Dane County, WI",Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-countyofdane.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55025,no children,"Hub site is working and API feed is working, but doesn't return any records. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo 2/1/26"
harvest_10b-55035-01,10b-55035,Harvest record for Eau Claire County Geospatial Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-eccounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55035,,
harvest_10b-55035,10b-55035,"Harvest record for GIS Divison of Eau Claire County, WI",Harvest record - temporary,Series,draft,ArcGIS Hub,https://hub-eccounty.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55035,,
harvest_10b-55059,10b-55059,"Harvest record for Kenosha County, WI GIS Open Data Portal",Harvest record - temporary,Series,draft,ArcGIS Hub,https://dataportal.kenoshacounty.org/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55059,,
harvest_10b-55079,10b-55079,Harvest record for Milwaukee County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-mclio.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55079,,
harvest_10b-55087,10b-55087,Harvest record for Outgamie County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-ocgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55087,,
harvest_10b-55093,10b-55093,Harvest record for Pierce County GIS Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-piercecounty-wi.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55093,,
harvest_10b-55101,10b-55101,Harvest record for Racine County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,http://data.racinecounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55101,,
harvest_10b-55109,10b-55109,Harvest record for St. Croix County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-scccdd.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55109,,
harvest_10b-55111,10b-55111,Harvest record for Sauk County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-saukgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55111,,
harvest_10b-55125-01,10b-55125,"Harvest record for Geodata Hub of Vilas County, WI",Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-vilas.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55125,,
harvest_10b-55131,10b-55131,Harvest record for Washington County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gisdata.washcowisco.gov/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55131,,
harvest_10b-55133,10b-55133,Harvest record for Waukesha County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-waukeshacounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55133,,
harvest_10b-55135,10b-55135,Harvest record for Waupaca County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data2017-04-05t135915451z-waupacacounty.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55135,,
harvest_10b-55137,10b-55137,Harvest record for Waushara County GIS Download,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-waushara.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55137,,
harvest_10b-55141,10b-55141,Harvest record for Wood County Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://opendata.woodcogis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10b-55141,,
harvest_10c-03,10c-03,"Harvest record for City of Madison, WI GIS Open Data Portal",Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-cityofmadison.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10c-03,,
harvest_10c-04,10c-04,Harvest record for Wisconsin Rapids Online Map Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://rapidsdata-wisconsinrapids.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,10c-04,,
harvest_11b-39009,11b-39009,Harvest record for Athens County GIS Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-athgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39009,,
harvest_11b-39027,11b-39027,"Harvest record for Clinton County, Ohio, Geographic Information Systems",Harvest record - temporary,Series,draft,ArcGIS Hub,https://clinton-county-ohio-clintoncountygis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39027,no children,"Hub site is working and API feed is working, but doesn't return any records. Published and marked is harvested = true for now. Maybe they will have records available later? Check Quarterly? -Cleo 2/1/26"
harvest_11b-39035,11b-39035,Harvest record for Cuyahoga County Open Data,Harvest record - temporary,Series,draft,ArcGIS Hub,https://data-cuyahoga.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39035,,
harvest_11b-39041,11b-39041,Harvest record for Delaware County GIS,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gisdata-delco.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39041,,
harvest_11b-39047,11b-39047,Harvest record for Seneca County GeoLibrary,Harvest record - temporary,Series,draft,ArcGIS Hub,https://portal-senecacountygis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39047,,
harvest_11b-39049,11b-39049,"Harvest record for Franklin County Auditor, Ohio Open Data",Harvest record - temporary,Series,draft,ArcGIS Hub,https://auditor-fca.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39049,,
harvest_11b-39057,11b-39057,Harvest record for Greene County GIS Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gishub-gimsoh29.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39057,,
harvest_11b-39075,11b-39075,Harvest record for Holmes County GIS Open Data Portal,Harvest record - temporary,Series,draft,ArcGIS Hub,https://holmes-county-gis-holmesgis.hub.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39075,,
harvest_11b-39085,11b-39085,Harvest record for Lake County GIS Hub,Harvest record - temporary,Series,draft,ArcGIS Hub,https://gis-lakeohgis.opendata.arcgis.com/api/feed/dcat-us/1.1.json,DCAT API,,2026-03-22,Automated retrieval,Weekly,py_arcgis_hub,Public,true,11b-39085,,
